County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Adams County, Pennsylvania",15.3,84.7,18.5,7.3,79.3,28378.736189999996,90.7,1.5,0.1,0.7,1.15,5.8,15.6,7.05,101209,46.1,7.3,0.38799999999999996,10.4,27.7,16.8,23.0,1.15,11.1,20.35,0.82642025,40.2,4.2,3.2,0.07,26.5,0.278,0.21,0.28300000000000003,0.115,175.5,72.3,0.125,0.066,150.51,1.71,56.5,8.6,0
"Carbon County, Pennsylvania",13.3,86.7,14.6,5.3,75.1,28341.58508,94.1,1.4,0.15,0.55,0.8,3.0,18.8,6.65,64052,41.9,10.0,0.38799999999999996,16.7,25.05,17.0,25.6,0.25,13.65,18.45,0.8866735,43.1,3.7,4.1,0.08,28.8,0.285,0.299,0.322,0.113,132.0,114.8,0.124,0.099,310.5,2.24,75.0,6.3,0
"McKean County, Pennsylvania",11.7,88.3,15.6,5.5,75.15,24569.9073,94.65,2.1,0.2,0.45,1.05,1.6,25.6,8.05,43536,44.0,14.1,0.42100000000000004,21.6,28.95,18.6,20.85,1.05,10.05,20.45,0.89669375,40.9,3.8,3.5,0.09,38.4,0.366,0.26899999999999996,0.319,0.10099999999999999,231.4,58.6,0.11900000000000001,0.081,198.55,3.4972499999999997,54.7,8.9,0
"Montgomery County, Pennsylvania",7.4,92.6,44.2,18.5,82.2,40658.301585,80.6,8.15,0.1,5.8,1.65,3.75,7.1,5.8,788090,60.6,5.55,0.45399999999999996,6.35,47.35,11.75,25.9,0.1,6.65,8.25,0.66132175,40.2,2.7,3.1,0.07,14.2,0.20600000000000002,0.151,0.24,0.075,225.9,139.6,0.084,0.068,194.35,2.27,51.9,5.4,1
"Westmoreland County, Pennsylvania",8.6,91.4,24.0,8.0,79.4,28902.484760000003,95.05,2.25,0.1,0.7,1.15,0.8,16.5,7.4,364195,50.7,9.8,0.433,13.2,33.2,16.5,25.5,0.1,9.55,15.2,0.90420275,44.4,3.3,3.7,0.08,19.2,0.294,0.177,0.28300000000000003,0.11,188.8,46.6,0.102,0.07400000000000001,160.25,1.99,69.7,6.1,0
"Beaufort County, South Carolina",9.4,90.6,37.4,14.1,66.85,26543.50762,66.8,19.6,0.15,1.05,1.5,10.9,16.6,6.1,155016,60.5,10.5,0.47100000000000003,16.0,31.8,21.85,26.6,0.4,11.9,7.35,0.4968585,40.2,2.7,2.9,0.09,48.5,0.308,0.168,0.21600000000000003,0.08900000000000001,535.0,252.9,0.21600000000000003,0.079,553.86,4.83,58.3,6.8,0
"Spartanburg County, South Carolina",20.1,79.9,19.9,6.9,75.5,27077.654285000004,70.75,20.5,0.15,1.9,1.3,5.45,24.2,11.1,280425,40.2,14.45,0.447,20.1,30.15,15.8,23.85,0.3,10.2,19.7,0.54608375,37.7,3.8,4.3,0.1,53.1,0.344,0.195,0.285,0.11900000000000001,587.7,240.2,0.193,0.09,546.1,8.35,79.7,8.5,0
"Bennett County, South Dakota",26.9,73.1,15.7,3.9,66.1,19480.181585,33.75,0.05,58.95,0.4,5.4,1.55,29.65,15.45,3419,58.8,30.95,0.494,41.2,35.8,16.6,19.7,2.65,17.6,7.7,0.46458900000000003,32.0,3.0,3.0,0.07,76.5,0.655,0.215,0.377,0.135,697.5,157.15072867083228,0.209,0.055999999999999994,184.74,2.26,127.9,8.725000000000001,0
"Brule County, South Dakota",12.3,87.7,25.2,5.4,78.95,22919.965715000002,87.55,0.1,10.0,0.15,1.45,0.75,21.8,12.05,5212,53.3,10.0,0.342,9.05,40.5,20.65,19.35,3.75,7.5,8.2,0.77677,39.9,2.4,3.4,0.05,23.2,0.235,0.14300000000000002,0.361,0.086,283.9,157.15072867083228,0.159,0.035,120.09,2.26,88.66060606060607,8.725000000000001,0
"Hanson County, South Dakota",16.0,84.0,18.9,3.6,69.95,24691.08,98.85,0.0,0.35,0.25,0.25,0.35,13.45,12.5,3458,18.4,13.05,0.41600000000000004,12.6,35.5,15.55,17.0,2.7,13.2,16.1,0.97716925,36.5,2.4,3.5,0.09,39.69230769230767,0.079,0.177,0.29600000000000004,0.077,425.5360000000001,157.15072867083228,0.139,0.047,9.64,2.26,88.66060606060607,8.725000000000001,0
"McPherson County, South Dakota",32.1,67.9,14.8,2.3,71.65,21212.084125,98.4,0.0,0.0,0.2,0.55,0.75,19.2,27.55,2487,41.0,17.85,0.461,23.5,42.5,20.05,10.95,5.9,11.25,9.35,0.9683465,49.1,3.1,2.548000000000001,0.06704545454545453,39.69230769230767,0.145,0.128,0.28300000000000003,0.10300000000000001,163.1,157.15072867083228,0.166,0.049,40.59,2.26,88.66060606060607,8.725000000000001,0
"Chester County, Tennessee",23.0,77.0,13.8,6.0,79.65,22180.29397,86.8,8.9,0.3,0.4,1.85,1.75,20.05,17.65,16618,20.1,15.2,0.396,17.7,26.9,15.8,24.85,0.6,14.45,17.4,0.7620185,36.1,3.4,2.7,0.07,32.4,0.345,0.207,0.359,0.12300000000000001,338.4,48.1,0.177,0.085,365.69,9.44,89.3,8.678431372549017,0
"Lincoln County, Tennessee",20.6,79.4,15.8,5.7,74.8,26746.401585,88.45,6.8,0.35,0.2,2.0,2.2,25.65,13.5,33062,51.1,15.05,0.44799999999999995,21.1,29.2,14.65,21.3,1.15,13.2,20.55,0.7878645000000001,40.7,5.4,4.1,0.1,56.2,0.315,0.245,0.317,0.111,388.9,76.1,0.165,0.055,430.12,7.02,87.6,8.678431372549017,0
"Monroe County, Tennessee",27.3,72.7,10.4,3.7,69.55,22292.735875,92.65,2.05,0.3,0.35,1.45,3.1,27.65,12.7,44560,20.0,18.0,0.435,22.4,21.05,16.9,21.0,1.4,11.45,28.15,0.860015,40.2,4.5,3.5,0.08,64.9,0.287,0.364,0.354,0.124,233.9,79.6,0.192,0.106,419.08,5.93,94.1,6.5,0
"Scott County, Tennessee",26.5,73.5,9.9,3.6,75.05,22429.722855,97.8,0.05,0.3,0.2,0.75,0.9,31.6,20.5,22040,31.2,24.35,0.423,28.8,24.25,17.05,19.5,0.8,11.85,26.5,0.9566344999999999,36.7,9.5,4.5,0.08,60.3,0.275,0.511,0.299,0.115,162.5,44.4,0.183,0.174,390.36,6.163703703703704,100.1,8.678431372549017,0
"Cameron County, Texas",37.7,62.3,14.5,4.7,76.6,18633.289205,11.65,0.3,0.1,0.6,0.3,87.05,49.35,25.35,394695,43.2,35.2,0.49200000000000005,46.9,26.6,23.6,26.4,1.05,10.2,12.15,0.7713975000000001,30.2,4.6,3.3,0.08,80.0,0.373,0.136,0.27,0.083,396.3,183.7,0.359,0.105,319.26,2.29,30.7,5.7,1
"Harris County, Texas",22.4,77.6,27.7,9.5,74.8,29063.80762,34.75,18.25,0.2,5.85,1.25,39.6,26.8,12.0,4001124,41.4,16.75,0.488,24.5,33.25,16.55,24.85,0.2,12.2,13.0,0.314461,32.0,3.6,3.3,0.09,57.9,0.35,0.157,0.285,0.08,517.4,595.6,0.285,0.068,779.22,10.37,55.7,6.2,1
"Hill County, Texas",21.9,78.1,15.3,3.7,75.35,23431.110475,73.65,6.3,0.45,0.3,1.15,18.1,29.6,10.15,35184,31.3,15.65,0.43700000000000006,22.1,25.25,17.55,20.95,1.8,16.75,17.65,0.57932375,39.9,6.4,3.639361702127661,0.08,64.2,0.308,0.193,0.335,0.114,443.6,97.4,0.28,0.069,108.46,5.430449438202247,74.0,12.9,0
"Kent County, Texas",9.4,90.6,19.4,2.1,84.25,26729.99905,83.5,0.8,0.3,0.0,1.55,13.85,4.15,3.75,755,0.0,7.1,0.377,3.4,40.45,12.7,17.1,4.2,7.85,17.7,0.7167205,45.8,4.0365079365079355,3.639361702127661,0.0859734513274335,64.13456790123455,0.221,0.2174653465346534,0.292,0.12300000000000001,351.6192307692307,160.46444444444452,0.2,0.05,558.42,5.430449438202247,75.16502463054191,7.11444444444444,0
"Knox County, Texas",24.5,75.5,12.9,3.5,81.9,24199.979365,63.2,7.15,0.2,0.1,1.65,27.75,19.95,13.55,3592,29.4,17.1,0.442,21.7,34.15,19.8,17.05,7.75,12.85,8.45,0.48181975,42.5,4.0365079365079355,3.639361702127661,0.1,68.6,0.377,0.2174653465346534,0.278,0.11599999999999999,266.1,160.46444444444452,0.335,0.055999999999999994,120.05,5.430449438202247,75.16502463054191,7.11444444444444,0
"Lamar County, Texas",17.6,82.4,17.4,5.3,75.7,24666.693015,77.3,13.1,1.1,0.55,2.1,5.9,31.6,12.4,49393,45.9,16.65,0.44799999999999995,22.55,28.95,18.15,24.0,0.7,10.7,17.55,0.61876325,39.6,5.2,3.7,0.1,66.9,0.34,0.23399999999999999,0.276,0.124,495.3,125.8,0.24600000000000002,0.09,413.87,5.49,69.9,6.0,0
"Lee County, Texas",20.9,79.1,14.5,3.8,75.65,29561.42762,65.6,10.85,0.2,0.15,1.3,21.9,18.2,10.2,16407,26.6,10.6,0.42200000000000004,15.05,27.45,12.7,27.1,1.3,14.55,16.9,0.49024449999999997,40.2,4.0365079365079355,3.639361702127661,0.08,41.5,0.29600000000000004,0.2174653465346534,0.32899999999999996,0.11199999999999999,234.0,94.0,0.264,0.049,345.52,5.430449438202247,69.1,7.11444444444444,0
"Leon County, Texas",21.3,78.7,12.6,4.0,71.3,23915.566984999998,77.9,8.25,0.4,0.35,0.7,12.35,24.25,9.4,16659,21.1,18.0,0.45399999999999996,29.9,22.7,21.7,17.85,2.85,21.8,13.15,0.62897675,45.1,2.8,3.6,0.08,64.6,0.413,0.212,0.294,0.131,266.0,89.6,0.287,0.067,143.13,5.430449438202247,104.5,7.11444444444444,0
"Loving County, Texas",3.85,46.15,8.95,3.85,100.0,44496.6073,76.7,0.0,12.35,0.0,0.0,11.0,0.0,0.0,81,38.3388,0.0,0.207,0.0,58.9,0.0,5.4,0.0,12.4,23.3,0.61564125,36.9,4.0365079365079355,3.639361702127661,0.0859734513274335,64.13456790123455,0.31538339920948605,0.2174653465346534,0.299,0.11,351.6192307692307,160.46444444444452,0.21,0.09300000000000001,0.0,5.430449438202247,75.16502463054191,7.11444444444444,0
"Stonewall County, Texas",14.5,85.5,22.4,7.4,72.85,25039.608255000003,82.9,4.15,0.3,0.45,1.0,11.25,0.0,6.35,1435,68.2,13.25,0.413,16.7,44.3,12.75,18.6,4.15,11.2,9.0,0.70174875,46.1,4.0365079365079355,3.639361702127661,0.0859734513274335,36.5,0.156,0.2174653465346534,0.287,0.11800000000000001,351.6192307692307,160.46444444444452,0.268,0.039,180.63,5.430449438202247,75.16502463054191,7.11444444444444,0
"Davis County, Utah",5.0,95.0,33.8,10.1,77.0,30682.156825,86.5,1.1,0.45,1.65,2.4,7.85,8.15,5.1,296490,39.6,6.25,0.384,7.5,38.45,13.25,28.45,0.1,8.8,10.85,0.75537675,28.7,3.1,3.0,0.07,23.8,0.156,0.063,0.247,0.063,239.9,53.9,0.12,0.053,106.59,1.2,48.1,4.3,0
"White County, Arkansas",18.2,81.8,17.3,6.6,79.65,21697.92762,90.05,4.1,0.45,0.45,1.6,3.3,23.25,11.15,75457,54.3,16.05,0.455,21.9,27.0,17.35,26.0,0.55,11.5,17.65,0.81396675,36.1,3.7,3.1,0.08,49.0,0.299,0.175,0.33399999999999996,0.107,387.6,86.9,0.2,0.08,270.09,3.68,73.4,7.2,0
"Prairie County, Arkansas",22.0,78.0,11.5,3.4,65.7,23194.910475,84.4,13.85,0.55,0.1,0.55,0.6,30.1,15.7,8745,64.7,16.9,0.415,21.2,27.6,18.6,20.8,4.4,10.95,17.65,0.73161575,43.5,4.6,3.1,0.09,47.9,0.28,0.268,0.32799999999999996,0.124,255.3,62.4,0.218,0.073,99.65,9.861842105263156,70.1,8.819999999999999,0
"Shoshone County, Idaho",17.9,82.1,11.9,3.3,67.25,22878.525715,93.5,0.1,1.6,0.3,1.85,2.75,32.2,9.85,12779,17.5,17.75,0.386,22.55,25.2,19.85,21.3,1.8,19.6,12.25,0.8755895,45.6,5.1,3.5,0.07,47.3,0.31,0.255,0.304,0.109,370.9,65.45625,0.188,0.11599999999999999,280.93,2.276,120.7,6.758333333333333,0
"Payette County, Idaho",16.3,83.7,13.8,4.1,72.35,23086.48635,81.6,0.15,0.85,0.65,2.05,14.75,30.95,8.2,22578,28.7,14.75,0.39399999999999996,21.45,25.0,18.3,23.9,2.6,11.15,19.1,0.68814925,36.9,4.3,3.7,0.07,46.5,0.264,0.237,0.275,0.092,358.0,55.2,0.212,0.08,268.06,2.276,68.6,8.6,0
"Elkhart County, Indiana",20.0,80.0,18.1,6.0,71.8,26971.721585000003,77.45,5.35,0.25,1.15,1.8,14.05,25.6,8.7,197705,26.9,13.3,0.428,20.6,24.95,13.15,23.1,0.3,7.6,30.9,0.62291525,34.4,3.1,3.6,0.07,55.2,0.326,0.201,0.295,0.09300000000000001,430.3,94.6,0.21,0.096,123.86,3.22,51.0,7.9,0
"Monroe County, Indiana",8.9,91.1,42.7,21.0,86.05,16130.200315,87.0,3.2,0.2,4.8,2.15,2.6,21.6,7.55,132914,47.1,25.15,0.503,18.55,42.0,18.7,21.95,0.15,6.3,10.9,0.76137025,27.5,3.5,3.8,0.07,12.7,0.31,0.17800000000000002,0.253,0.08800000000000001,398.4,141.7,0.177,0.069,302.6,2.16,50.2,6.2,1
"Miami County, Kansas",7.6,92.4,23.0,7.8,77.8,32241.56,93.85,1.4,0.45,0.3,1.65,2.35,11.35,7.95,31649,55.5,7.65,0.379,10.9,33.35,15.1,24.95,0.75,13.5,12.35,0.881832,39.7,2.9,2.6,0.06,28.5,0.273,0.147,0.307,0.087,177.3,33.8,0.109,0.063,169.94,5.603,61.7,8.010526315789473,0
"Union County, Illinois",20.9,79.1,17.8,5.9,76.95,27211.041269999998,93.0,0.8,0.35,0.45,1.2,4.2,26.2,18.75,17943,54.9,21.7,0.43700000000000006,24.2,32.75,17.3,22.3,1.0,10.75,15.9,0.8669045,43.0,3.5211267605633796,3.079245283018867,0.08,49.1,0.28600000000000003,0.21284999999999998,0.31,0.1,310.6,50.0,0.141,0.11,100.61,4.455,67.9,7.3657894736842096,0
"Scott County, Kansas",10.6,89.4,20.3,5.8,80.15,31269.134285000004,86.35,0.15,0.25,0.2,0.55,12.5,19.2,8.6,4797,63.6,7.2,0.424,8.5,38.4,9.5,28.4,6.9,9.65,7.1,0.7613,42.2,3.028571428571429,2.4,0.07,55.2,0.02,0.18585393258426963,0.295,0.08900000000000001,285.1,84.04166666666669,0.168,0.028999999999999998,221.74,5.603,96.1,8.010526315789473,0
"Cloud County, Kansas",10.9,89.1,15.2,4.2,80.7,19699.56984,96.4,0.25,0.15,0.15,0.9,2.2,30.1,12.4,9450,51.9,15.9,0.413,22.15,30.0,24.3,18.45,1.6,11.3,14.35,0.92987175,42.7,3.1,2.9,0.08,39.4,0.289,0.161,0.327,0.11800000000000001,309.7,84.04166666666669,0.149,0.039,343.76,5.603,92.2,8.010526315789473,0
"Burke County, Georgia",24.9,75.1,9.1,3.5,77.75,23391.017144999998,46.65,49.8,0.1,0.2,1.05,2.25,40.1,17.6,23061,64.2,24.5,0.451,35.8,22.8,14.95,26.7,0.8,12.45,22.25,0.46624775,35.2,4.2,3.6999999999999997,0.13,72.2,0.505,0.08800000000000001,0.359,0.126,804.1,540.8,0.205,0.11599999999999999,857.64,11.79,98.8,11.4,1
"Suwannee County, Florida",20.1,79.9,10.2,3.7,69.1,22298.263175,78.05,10.75,0.3,0.5,1.9,8.45,30.65,15.4,40403,36.9,17.6,0.439,26.5,21.7,19.25,25.65,3.7,13.2,16.45,0.62827175,42.3,5.2,4.6,0.08,64.6,0.379,0.244,0.31,0.124,405.0,218.6,0.23800000000000002,0.077,490.77,5.01,96.3,9.7,0
"Treutlen County, Georgia",27.0,73.0,9.9,2.4,72.45,22879.16889,64.95,33.2,0.05,0.35,0.4,1.05,27.0,16.4,6896,50.7,27.05,0.46799999999999997,37.15,32.3,16.8,22.25,0.55,11.2,16.9,0.532213,36.9,4.4,2.5,0.11,67.6,0.303,0.222,0.348,0.12300000000000001,908.4,210.9,0.215,0.14,196.94,6.990810810810811,64.4,9.171999999999995,0
"Washington County, Florida",21.3,78.7,12.8,4.5,71.55,24256.58,78.3,14.1,1.3,0.5,2.8,3.0,27.75,9.25,23946,56.8,20.15,0.444,27.1,25.65,20.0,27.8,1.2,13.65,11.65,0.634848,41.2,8.4,5.8,0.09,55.4,0.35100000000000003,0.267,0.364,0.134,304.8,521.9,0.223,0.094,179.26,9.71,111.9,7.684313725490198,0
"Clinton County, Iowa",10.7,89.3,17.0,4.6,79.25,25891.22381,93.0,2.3,0.15,0.7,1.75,2.15,18.0,7.95,49122,46.5,10.85,0.397,17.45,28.35,15.95,23.15,0.5,10.2,21.9,0.86624875,41.1,3.9,2.7,0.07,44.7,0.344,0.275,0.3,0.091,344.8,53.2,0.086,0.061,375.58,2.8745454545454545,56.0,9.5,0
"Putnam County, Georgia",19.6,80.4,18.8,6.7,73.85,25517.94476,66.55,26.85,0.05,0.4,0.65,5.45,16.55,13.4,20681,63.8,13.0,0.51,17.1,25.4,18.65,25.35,1.25,12.6,16.8,0.51801125,43.7,3.9,3.1,0.1,60.9,0.518,0.166,0.32299999999999995,0.142,271.7,42.4,0.23,0.107,457.39,6.990810810810811,86.0,12.3,0
"Cherokee County, Iowa",7.4,92.6,19.2,4.4,75.15,27268.0527,95.95,0.6,0.1,0.6,0.55,2.2,8.15,4.95,11876,40.1,4.95,0.389,5.8,26.65,20.2,19.25,2.45,11.35,20.15,0.9212275,46.9,2.7386363636363633,1.2,0.05,30.1,0.221,0.09699999999999999,0.27699999999999997,0.092,99.4,56.77073170731708,0.10099999999999999,0.046,311.88,2.8745454545454545,74.5,5.9399999999999995,0
"Calhoun County, Iowa",9.3,90.7,18.0,4.3,81.2,25167.59016,96.9,0.65,0.15,0.2,0.95,1.1,21.9,10.25,9817,60.4,10.9,0.42200000000000004,16.0,31.95,22.45,22.45,1.2,7.05,14.9,0.93922075,47.5,2.4,2.6,0.07,29.4,0.281,0.22399999999999998,0.304,0.10800000000000001,207.8,56.77073170731708,0.10800000000000001,0.048,85.8,2.8745454545454545,89.4,5.9399999999999995,0
"Decatur County, Iowa",17.0,83.0,17.8,4.6,79.65,18562.844445,94.05,1.35,0.3,0.8,1.2,2.3,20.95,17.05,8389,46.0,18.05,0.45299999999999996,14.35,34.2,18.3,18.95,2.9,7.35,18.25,0.8854685,38.7,4.0,2.3,0.08,27.3,0.213,0.19,0.309,0.085,277.6,56.77073170731708,0.132,0.047,174.92408602150533,2.8745454545454545,70.5,5.9399999999999995,0
"Heard County, Georgia",28.2,71.8,7.3,2.1,78.25,25627.45651,86.35,9.9,0.15,0.65,1.45,1.45,28.25,20.7,11628,54.6,18.85,0.39899999999999997,29.15,20.45,15.4,23.3,2.3,15.55,23.05,0.75589825,39.2,4.08421052631579,3.6999999999999997,0.08,55.7,0.271,0.21157500000000004,0.289,0.11699999999999999,136.2,126.5,0.20600000000000002,0.102,252.17,6.990810810810811,99.0,9.171999999999995,0
"Grand County, Colorado",5.2,94.8,28.8,7.4,57.3,31313.353014999997,90.5,0.35,0.2,0.6,1.8,6.55,10.55,6.9,14196,59.0,7.35,0.358,9.3,28.25,15.95,27.45,0.55,21.25,6.65,0.8236915000000001,40.4,2.1,4.0,0.11,24.1,0.192,0.21899999999999997,0.18,0.055,137.5,87.2,0.196,0.076,273.34,4.542941176470588,61.9,6.043749999999999,0
"Pima County, Arizona",13.2,86.8,29.6,12.0,75.45,26137.894605,56.25,3.15,2.45,2.45,2.05,33.7,25.85,8.45,985238,34.2,16.05,0.45799999999999996,22.3,35.3,19.75,26.0,0.2,10.3,8.4,0.43258825,37.3,3.7,3.5,0.07,44.3,0.37799999999999995,0.156,0.24100000000000002,0.079,412.1,241.4,0.177,0.073,434.21,8.55,75.6,7.5,1
"Seminole County, Florida",9.3,90.7,33.6,11.1,81.0,32301.99016,67.5,10.35,0.2,3.6,2.15,16.15,14.2,8.55,415706,56.1,9.6,0.44299999999999995,11.7,40.3,14.45,30.5,0.2,8.15,6.5,0.49418175,37.7,2.9,3.0,0.08,23.9,0.306,0.183,0.249,0.107,352.2,256.0,0.201,0.078,379.8,4.54,48.9,6.4,0
"Lafayette County, Arkansas",22.1,77.9,13.3,4.3,79.25,19748.30762,60.35,37.35,0.1,0.15,0.65,1.3,33.8,14.35,7680,38.8,20.55,0.509,29.7,25.5,22.55,20.35,3.25,10.05,18.15,0.503929,42.7,4.3,5.2,0.15,49.7,0.47700000000000004,0.24431506849315066,0.309,0.13,931.3,77.4,0.217,0.099,126.1,9.861842105263156,103.0,8.819999999999999,0
"Duval County, Florida",12.8,87.2,24.9,8.0,73.85,30197.958730000002,58.0,28.85,0.3,3.8,2.25,6.85,20.95,9.95,855324,53.9,13.75,0.45,19.55,32.95,16.65,30.0,0.1,9.8,10.45,0.42628375,35.4,3.9,3.8,0.09,47.6,0.408,0.204,0.284,0.10800000000000001,682.1,708.6,0.193,0.08800000000000001,719.14,13.97,76.4,10.1,0
"Ventura County, California",17.7,82.3,30.8,11.2,79.15,33633.997460000006,50.3,1.65,0.3,6.5,2.5,38.8,14.0,6.45,807815,53.2,9.1,0.435,12.8,37.1,15.6,26.05,3.0,8.3,9.85,0.40868425,36.0,3.7,3.6,0.06,34.0,0.263,0.121,0.21899999999999997,0.071,297.7,124.2,0.185,0.09,222.88,3.53,44.5,6.1,1
"Dixie County, Florida",27.4,72.6,6.2,3.2,64.7,24227.53365,88.95,7.55,0.35,0.15,0.8,2.2,21.9,8.85,15611,35.8,17.55,0.41,23.85,20.35,18.95,18.9,1.4,22.9,17.55,0.797473,44.5,7.1,4.5,0.08,63.3,0.379,0.312,0.35700000000000004,0.13699999999999998,454.9,342.2,0.215,0.109,481.01,5.675454545454545,127.1,7.684313725490198,0
"Custer County, Colorado",6.3,93.7,29.2,8.9,76.0,23882.507934999998,92.3,0.5,1.15,0.6,0.95,4.55,43.8,2.85,3926,23.7,16.25,0.47200000000000003,26.75,37.0,12.55,23.7,1.3,15.6,9.9,0.85428275,51.7,2.3,2.5,0.09641509433962261,17.3,0.34600000000000003,0.154,0.212,0.079,276.64181818181805,131.71190476190475,0.222,0.069,213.47,4.542941176470588,82.56458333333333,6.043749999999999,0
"Sarasota County, Florida",9.4,90.6,29.1,11.5,77.35,27748.644444999998,85.6,4.45,0.2,1.3,1.2,7.35,20.35,6.65,373447,54.5,10.15,0.483,16.25,32.8,19.6,28.05,0.15,11.35,8.0,0.7404354999999999,51.7,3.2,4.1,0.07,30.4,0.35200000000000004,0.19,0.20199999999999999,0.102,256.9,228.7,0.22899999999999998,0.086,387.38,3.72,78.8,4.2,0
"Sedgwick County, Colorado",17.4,82.6,12.7,4.4,78.8,22540.005080000003,87.1,0.15,0.15,0.7,1.25,10.55,9.6,6.4,2378,47.6,13.3,0.43,18.1,29.55,20.8,20.9,6.05,9.8,12.8,0.769981,50.4,3.3,3.5,0.09641509433962261,33.1,0.313,0.17950943396226413,0.24100000000000002,0.075,253.8,131.71190476190475,0.218,0.049,189.91,4.542941176470588,82.56458333333333,6.043749999999999,0
"Pender County, North Carolina",16.2,83.8,17.8,5.2,76.05,25393.320315,73.85,18.5,0.5,0.35,1.15,5.7,26.75,13.5,50812,42.8,15.15,0.431,21.6,24.95,18.0,25.15,1.75,16.3,13.8,0.58302575,41.2,3.0,2.7,0.08,40.6,0.408,0.281,0.292,0.11599999999999999,307.1,135.3,0.19899999999999998,0.10800000000000001,318.37,3.82,76.9,5.5,0
"Hettinger County, North Dakota",13.7,86.3,19.7,4.8,71.55,24519.163175,97.3,0.45,1.05,0.0,1.0,0.25,21.75,13.95,2442,35.3,11.2,0.44799999999999995,10.25,45.2,12.1,14.8,7.0,7.05,13.95,0.94696575,49.0,1.9,1.6,0.06600000000000003,31.511904761904766,0.195,0.083,0.262,0.096,238.6,157.15072867083228,0.132,0.032,27.17,157.150728670832,86.31666666666668,6.74,0
"Williams County, North Dakota",12.1,87.9,19.3,3.3,70.55,30191.28381,90.85,0.3,4.1,0.2,2.9,1.65,12.0,10.8,21021,40.5,9.45,0.41,10.05,27.55,15.75,24.3,0.8,17.4,14.3,0.8281795,40.4,2.6,2.8,0.06,41.4,0.258,0.3,0.304,0.079,500.5,157.15072867083228,0.106,0.008,260.76,157.150728670832,77.5,6.74,0
"Greeley County, Nebraska",9.7,90.3,12.5,4.6,77.7,22273.03873,96.85,0.75,0.1,0.05,1.1,1.15,20.85,11.85,2441,38.3,13.15,0.387,20.5,39.05,17.9,15.3,5.9,9.6,12.15,0.9383030000000001,42.3,2.4,1.9,0.0657627118644068,25.4,0.182,0.10099999999999999,0.332,0.09300000000000001,186.58225806451614,77.56666666666666,0.17300000000000001,0.036000000000000004,92.80028985507245,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Harlan County, Nebraska",9.4,90.6,16.9,4.5,76.45,22591.98127,97.8,0.0,0.5,0.1,0.35,1.2,29.55,7.95,3386,32.0,11.15,0.433,18.65,40.65,15.6,18.3,4.6,12.25,8.6,0.95666625,48.0,3.4,2.54404761904762,0.0657627118644068,19.4,0.175,0.16899999999999998,0.293,0.094,186.58225806451614,77.56666666666666,0.149,0.032,60.9,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Burlington County, New Jersey",9.1,90.9,33.5,11.8,80.75,40943.500635000004,71.55,15.8,0.1,4.15,2.45,5.9,6.75,4.5,447517,58.1,5.35,0.405,6.65,40.7,14.3,28.0,0.6,7.2,9.2,0.54270875,39.6,3.3,3.5,0.09,17.2,0.257,0.14800000000000002,0.271,0.096,243.1,214.2,0.106,0.092,144.51,2.3,41.4,5.8,1
"Passaic County, New Jersey",18.5,81.5,25.2,7.9,77.95,31538.514285,46.55,11.4,0.15,4.7,1.4,35.8,24.55,13.15,495009,66.5,15.05,0.46299999999999997,22.95,30.0,17.0,27.75,0.1,8.45,16.8,0.3602575,36.0,3.6,3.5,0.09,36.2,0.369,0.16699999999999998,0.247,0.091,393.2,632.2,0.20600000000000002,0.113,489.01,4.5,33.8,5.2,1
"Sussex County, New Jersey",7.0,93.0,31.4,10.8,84.6,41365.440315,89.25,1.7,0.1,1.8,1.05,6.05,6.7,5.75,150252,67.8,4.75,0.386,6.0,37.55,15.15,26.2,0.25,11.55,9.4,0.80094075,40.6,3.4,3.1,0.07,9.3,0.17,0.184,0.258,0.075,110.4,120.1,0.10400000000000001,0.091,55.93,0.95,36.3,3.9,0
"Stafford County, Kansas",12.3,87.7,20.7,5.3,71.6,22202.78127,87.75,0.35,0.5,0.35,0.85,10.2,24.05,11.05,4408,43.2,14.85,0.433,24.5,35.15,16.7,16.55,9.0,10.05,12.55,0.780532,45.1,4.8,2.7723684210526316,0.07,37.6,0.19699999999999998,0.27699999999999997,0.34,0.115,137.3,84.04166666666669,0.20800000000000002,0.047,202.2,5.603,99.3,8.010526315789473,0
