County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Texas County, Oklahoma",26.9,73.1,20.3,4.7,71.85,23937.074605,53.9,1.05,1.1,0.85,1.5,41.55,25.05,11.0,20517,35.6,16.05,0.457,20.55,25.0,13.8,20.25,7.75,12.45,20.75,0.46368975,31.5,2.5,1.9,0.06,83.9,0.267,0.157,0.309,0.087,229.9,58.8,0.28600000000000003,0.047,167.96,5.9722857142857135,91.0,8.237837837837839,0
"Lane County, Oregon",10.1,89.9,27.7,11.0,75.0,23683.81524,85.45,0.95,1.0,2.5,3.35,6.75,20.35,8.4,347744,45.1,16.45,0.45399999999999996,16.65,33.1,17.95,26.25,1.25,8.55,12.9,0.736664,38.5,4.1,4.0,0.06,23.0,0.34299999999999997,0.175,0.267,0.086,367.0,90.0,0.185,0.086,291.28,3.08,71.5,7.1,1
"Beaver County, Pennsylvania",10.4,89.6,19.2,6.2,77.3,27741.67651,90.85,5.95,0.1,0.35,1.6,1.1,19.3,6.9,171908,43.9,10.85,0.418,16.4,29.65,18.55,26.8,0.2,9.45,15.35,0.82930275,43.8,4.0,3.2,0.08,27.6,0.32899999999999996,0.187,0.301,0.11199999999999999,305.1,68.5,0.109,0.073,299.62,4.22,67.6,6.3,0
"Cambria County, Pennsylvania",12.4,87.6,17.5,6.5,78.4,23879.79619,93.7,3.35,0.1,0.55,1.0,1.3,24.2,9.1,144449,42.0,13.95,0.424,22.05,30.2,20.15,24.2,0.35,10.05,15.1,0.8793915000000001,43.3,4.4,4.3,0.09,27.4,0.33799999999999997,0.19899999999999998,0.36200000000000004,0.126,198.3,88.4,0.11199999999999999,0.08800000000000001,221.87,2.36,85.1,6.5,0
"Huntingdon County, Pennsylvania",14.5,85.5,13.8,4.9,74.3,24679.967935,92.0,5.3,0.05,0.4,0.85,1.45,18.15,10.1,45696,43.3,11.15,0.41700000000000004,13.65,27.15,19.4,19.75,1.65,12.7,19.3,0.84950775,40.8,4.0,3.6,0.08,29.7,0.27399999999999997,0.23199999999999998,0.294,0.096,244.1,171.0,0.127,0.095,156.95,3.4972499999999997,71.1,7.051020408163265,0
"Pike County, Pennsylvania",8.5,91.5,23.3,7.9,79.75,29854.75873,83.75,5.1,0.2,1.1,1.4,8.45,13.35,4.35,57852,40.5,8.9,0.415,11.35,30.6,19.05,24.55,0.7,13.35,11.8,0.7114685000000001,41.9,3.5,2.9,0.07,13.5,0.311,0.203,0.312,0.11199999999999999,102.0,171.2,0.131,0.10800000000000001,125.28,3.4972499999999997,58.6,7.051020408163265,0
"Davison County, South Dakota",12.2,87.8,21.5,5.4,74.05,24169.830794999998,94.0,0.35,2.2,0.55,1.65,1.25,13.4,10.45,19218,25.9,12.8,0.424,10.65,31.05,18.95,25.15,1.6,9.0,14.3,0.884555,38.4,2.0,1.9,0.07,39.7,0.266,0.142,0.326,0.087,315.5,157.15072867083228,0.128,0.033,187.16,2.26,45.4,8.725000000000001,0
"Spink County, South Dakota",16.5,83.5,15.9,3.4,73.25,24596.27492,96.6,0.4,1.0,0.05,1.4,0.6,26.9,12.2,6544,28.5,15.8,0.474,19.95,37.1,17.9,19.5,3.25,7.45,14.75,0.93350425,44.3,3.2,1.8,0.1,18.7,0.159,0.171,0.344,0.092,231.8,157.15072867083228,0.13,0.042,179.42,2.26,85.9,8.725000000000001,0
"Crockett County, Tennessee",23.2,76.8,12.2,3.9,74.15,22767.719365,77.0,12.9,0.3,0.15,0.8,8.85,26.85,15.55,14497,44.6,19.35,0.465,24.8,24.0,16.05,24.15,4.2,11.8,19.75,0.6174485,40.2,3.8,5.1,0.07,58.7,0.44799999999999995,0.271,0.34600000000000003,0.132,474.1,58.9,0.188,0.102,347.18,6.163703703703704,66.1,8.678431372549017,0
"Decatur County, Tennessee",28.1,71.9,10.4,3.6,72.45,22228.990475,92.35,2.75,0.35,0.2,1.4,3.0,32.45,21.0,11614,22.1,23.05,0.5,35.35,24.45,15.05,25.05,1.25,9.5,24.6,0.85472075,44.0,5.6,2.1,0.08,52.0,0.353,0.175,0.33299999999999996,0.132,350.8,95.6,0.184,0.096,166.2,6.163703703703704,112.6,8.678431372549017,0
"Franklin County, Tennessee",20.3,79.7,16.5,6.8,74.3,23503.574285,90.0,4.15,0.3,0.6,2.5,2.4,21.4,10.8,41036,40.4,13.5,0.42700000000000005,19.7,30.05,14.7,20.05,3.1,10.4,21.75,0.81296825,40.7,4.5,3.8,0.09,37.1,0.281,0.239,0.315,0.11199999999999999,293.3,48.6,0.157,0.078,323.45,6.163703703703704,95.0,8.678431372549017,0
"Grundy County, Tennessee",35.7,64.3,8.0,3.1,70.25,19149.541269999998,93.15,0.4,0.5,0.1,4.95,1.0,54.35,16.0,13982,41.9,30.6,0.439,43.7,22.55,17.45,18.65,3.35,13.0,25.1,0.8702844999999999,41.0,6.1,7.2,0.1,55.7,0.38,0.27,0.306,0.122,228.9,65.9,0.184,0.094,442.78,10.22,149.5,8.678431372549017,0
"Coconino County, Arizona",13.0,87.0,31.1,12.8,76.65,23125.06857,54.8,1.1,27.45,1.25,2.35,13.0,21.6,13.6,130866,46.4,18.0,0.44299999999999995,21.5,32.7,21.3,24.5,0.3,10.05,11.1,0.39338375,30.8,3.1,3.1,0.08,36.0,0.382,0.152,0.233,0.073,591.0,124.0,0.226,0.081,378.06,6.37,90.3,6.0,1
"Calhoun County, Arkansas",22.2,77.8,6.6,1.7,66.95,24009.61778,73.1,22.3,0.1,0.1,1.65,2.8,21.7,20.7,5389,67.5,13.85,0.391,12.15,19.3,11.9,15.3,3.75,15.85,33.85,0.58514825,40.4,3.3,4.281428571428571,0.11,42.0,0.447,0.35,0.342,0.12,369.4,98.2,0.213,0.09,83.38,9.861842105263156,72.3,8.819999999999999,0
"Jefferson County, Colorado",7.1,92.9,39.3,13.7,77.9,36198.356510000005,80.15,1.0,0.5,2.6,1.8,13.95,13.4,5.05,531784,56.1,7.9,0.426,11.1,42.15,13.85,26.4,0.1,9.2,8.35,0.6629875,39.7,2.8,2.9,0.08,23.1,0.27699999999999997,0.157,0.196,0.055999999999999994,227.5,128.8,0.139,0.076,237.63,1.96,59.7,5.1,1
"Mesa County, Colorado",10.9,89.1,25.4,8.5,73.25,27529.671110000003,83.8,0.55,0.6,0.65,1.8,12.6,19.95,7.65,142301,42.4,12.3,0.441,16.45,32.0,16.85,25.15,0.65,14.0,11.35,0.7185524999999999,38.1,3.7,3.5,0.07,46.5,0.275,0.201,0.223,0.066,465.0,72.9,0.18100000000000002,0.092,292.46,3.09,80.9,5.3,0
"Marin County, California",8.2,91.8,54.1,22.7,83.0,44315.770475,73.9,2.8,0.2,5.5,3.0,14.55,7.4,5.4,249560,74.0,6.7,0.498,7.35,50.35,14.75,23.3,0.3,6.75,4.5,0.57200425,44.0,3.4,3.0,0.06,13.5,0.237,0.09699999999999999,0.154,0.055,220.4,426.8,0.12,0.063,209.7,2.02,52.1,3.1,1
"Calhoun County, Alabama",21.5,78.5,16.1,6.4,74.65,24610.496825,74.65,19.9,0.45,0.75,1.4,2.85,30.4,11.1,115770,37.7,18.5,0.45299999999999996,25.8,28.3,15.75,23.55,0.45,11.65,20.3,0.5979479999999999,38.1,5.2,5.1,0.09,50.7,0.38799999999999996,0.244,0.332,0.139,663.0,185.4,0.16899999999999998,0.076,553.33,11.31,78.4,8.0,0
"DeSoto County, Florida",32.5,67.5,11.6,4.7,61.6,19650.8873,54.95,12.05,0.15,0.35,1.2,31.3,40.65,10.9,34876,31.4,23.8,0.42200000000000004,34.1,20.1,21.3,16.35,14.45,19.1,8.65,0.41459799999999997,37.0,3.4,3.5,0.07,73.1,0.483,0.161,0.344,0.128,298.0,577.9,0.32799999999999996,0.092,717.68,4.58,76.4,7.684313725490198,0
"Benzie County, Michigan",10.1,89.9,25.2,10.1,78.8,22436.426665,94.7,0.35,1.4,0.2,1.55,1.85,21.9,5.45,17482,52.2,11.05,0.406,17.0,31.0,20.55,24.0,1.2,11.65,11.55,0.89760375,44.7,3.786486486486486,2.5,0.08,26.0,0.311,0.121,0.316,0.113,269.4,74.81147540983606,0.16699999999999998,0.1,118.07,4.434166666666666,65.5,7.062790697674419,0
"Berrien County, Michigan",13.4,86.6,23.3,9.0,77.3,25252.783175,77.0,14.9,0.4,1.5,2.0,4.2,32.1,9.2,158471,48.1,16.55,0.467,25.85,32.25,18.2,24.25,1.2,8.0,16.2,0.617506,40.3,3.9,3.3,0.08,46.5,0.37799999999999995,0.2,0.365,0.11199999999999999,681.1,176.7,0.159,0.09,379.13,3.62,60.3,9.0,0
"Cass County, Michigan",14.8,85.2,15.8,5.3,76.2,27004.635555,87.85,5.1,0.8,0.65,2.65,2.95,24.2,7.25,51388,36.6,13.9,0.428,18.85,25.95,15.4,22.25,1.4,10.7,24.3,0.776042,41.4,3.1,4.1,0.08,40.1,0.29100000000000004,0.244,0.314,0.09699999999999999,232.7,68.2,0.14400000000000002,0.076,166.94,3.27,63.7,8.3,0
"Cheboygan County, Michigan",11.8,88.2,17.8,7.1,74.75,20234.969525,93.4,0.4,2.55,0.3,2.45,0.85,36.95,6.7,26431,43.7,16.05,0.45399999999999996,26.35,26.05,21.15,26.35,1.5,11.85,13.15,0.87370375,45.7,3.7,3.2,0.06,31.6,0.32799999999999996,0.222,0.327,0.111,196.8,25.5,0.17,0.105,137.57,4.434166666666666,58.4,7.062790697674419,0
"Saginaw County, Michigan",13.4,86.6,18.0,6.0,78.65,24624.617145,71.1,18.25,0.3,1.05,1.65,7.55,29.55,8.35,201491,47.2,18.7,0.442,27.55,29.55,20.65,27.7,0.35,7.35,14.35,0.5449189999999999,39.0,3.9,3.8,0.1,40.2,0.392,0.191,0.397,0.115,778.0,122.2,0.12,0.086,857.41,10.65,64.8,9.3,0
"Mahnomen County, Minnesota",16.4,83.6,13.5,3.7,73.05,22155.96,53.45,0.2,36.25,0.25,7.45,2.4,38.4,11.05,5232,61.3,22.05,0.413,33.75,27.55,26.3,22.65,1.15,14.2,8.15,0.42323299999999997,36.3,2.3,5.7,0.06,87.4,0.49700000000000005,0.354,0.306,0.111,238.3,60.435999999999986,0.14800000000000002,0.07,368.34,2.79,100.8,5.554545454545456,0
"Todd County, Minnesota",14.2,85.8,12.2,3.5,68.1,25314.89365,93.35,0.15,0.35,0.3,1.15,4.7,28.55,12.4,24431,33.7,14.15,0.409,19.9,25.25,16.1,19.05,3.6,10.15,25.85,0.8737870000000001,41.4,4.4,2.2,0.05,29.9,0.217,0.152,0.297,0.09300000000000001,104.7,60.435999999999986,0.14800000000000002,0.06,79.85,2.79,66.9,5.554545454545456,0
"New Madrid County, Missouri",26.8,73.2,12.2,4.4,74.0,22421.86889,81.8,15.2,0.15,0.4,1.2,1.2,32.4,17.45,18339,35.1,21.75,0.47100000000000003,28.6,24.35,18.05,21.2,4.5,11.05,20.85,0.69253425,39.8,7.1,4.035164835164835,0.13,67.4,0.46399999999999997,0.267,0.332,0.124,282.2,73.7,0.16699999999999998,0.077,248.71,8.31,94.4,8.073809523809523,0
"Newton County, Missouri",15.1,84.9,18.3,6.9,73.65,23493.562855,88.75,0.65,2.1,1.15,3.4,3.95,24.7,7.5,56904,34.6,15.85,0.439,24.5,28.0,15.2,25.7,1.05,10.2,19.85,0.790988,38.4,3.6,3.6,0.07,51.2,0.266,0.17600000000000002,0.322,0.12300000000000001,258.5,69.2,0.195,0.062,233.59,3.51,83.7,7.4,0
"Schuyler County, Missouri",13.0,87.0,9.6,2.8,67.9,21258.751744999998,98.4,0.2,0.3,0.15,0.55,0.35,41.2,18.2,4268,60.8,20.3,0.40700000000000003,34.45,25.25,16.15,23.05,4.05,12.4,19.15,0.96831375,40.9,3.9,4.035164835164835,0.07,38.1,0.242,0.2541553398058252,0.309,0.111,114.1,107.50374999999997,0.217,0.068,46.22,6.0865625,81.11636363636364,8.073809523809523,0
"Lamar County, Mississippi",13.1,86.9,31.8,11.5,80.7,26649.317144999997,78.6,17.25,0.25,0.95,1.15,1.85,14.55,12.7,51482,55.3,14.5,0.48700000000000004,13.75,37.05,13.2,26.95,0.65,10.35,11.85,0.64812325,33.4,3.4,3.7,0.1,39.6,0.295,0.17600000000000002,0.336,0.09699999999999999,191.6,56.0,0.193,0.069,109.95,3.67,63.6,7.4,0
"Warren County, Mississippi",17.1,82.9,24.4,9.1,76.2,25826.68984,49.9,46.55,0.2,0.85,0.8,1.65,31.25,17.45,48684,64.6,20.4,0.46399999999999997,29.45,31.0,20.5,21.95,1.0,9.4,16.15,0.46610375,37.5,3.4,4.1,0.12,69.5,0.532,0.258,0.39799999999999996,0.12,777.7,396.8,0.184,0.102,402.29,10.81,79.8,8.2,0
"Cascade County, Montana",9.2,90.8,23.9,7.4,69.25,24227.57905,87.65,1.3,3.85,0.65,3.2,3.3,23.7,8.95,81619,42.2,13.55,0.42700000000000005,20.2,32.2,18.45,28.2,1.2,10.35,9.65,0.77205875,39.2,3.7,3.6,0.07,46.2,0.305,0.17800000000000002,0.268,0.083,492.4,37.2,0.19699999999999998,0.054000000000000006,244.33,4.62,78.7,6.7,0
"Petroleum County, Montana",7.8,92.2,13.8,1.1,85.55,24485.13905,96.15,0.7,0.0,0.0,1.85,1.3,37.15,13.75,503,0.0,15.65,0.39799999999999996,25.75,46.95,4.45,12.35,16.8,10.85,8.55,0.9250424999999999,41.6,3.3040000000000007,3.047826086956521,0.07648648648648648,36.98571428571428,0.151,0.18672916666666664,0.244,0.09,317.15714285714284,55.875,0.276,0.051,202.89196078431365,6.7425,105.21282051282051,6.512499999999999,0
"Powder River County, Montana",8.1,91.9,16.1,4.5,83.1,18627.469525,95.2,0.05,1.25,0.1,2.1,1.4,24.15,12.2,1705,42.9,12.05,0.47700000000000004,14.05,44.45,14.15,16.85,6.7,10.2,7.65,0.9070985,46.0,2.3,1.5,0.07648648648648648,36.98571428571428,0.272,0.16,0.251,0.086,317.15714285714284,55.875,0.27699999999999997,0.04,202.89196078431365,6.7425,105.21282051282051,6.512499999999999,0
"Onslow County, North Carolina",11.9,88.1,17.7,5.2,43.55,22903.013015,69.7,15.85,0.6,1.85,3.45,8.55,22.65,9.95,171476,31.5,14.05,0.401,20.05,29.4,20.35,26.1,0.65,13.75,9.75,0.51981,25.5,4.2,3.8,0.08,69.2,0.3,0.248,0.278,0.086,665.5,153.9,0.152,0.087,282.56,4.83,57.2,8.2,0
"Rowan County, North Carolina",20.0,80.0,17.0,4.8,74.8,26819.39746,74.7,15.55,0.25,0.95,1.65,6.95,25.45,10.7,137907,41.7,15.6,0.434,21.3,26.75,16.75,22.3,0.25,11.8,22.25,0.58738825,38.7,4.2,4.2,0.1,51.4,0.366,0.249,0.331,0.126,487.6,283.8,0.19399999999999998,0.099,328.15,6.53,77.7,8.0,0
"Cass County, North Dakota",6.0,94.0,36.4,10.3,74.9,26302.273334999998,90.9,2.1,1.2,2.05,1.55,2.15,13.05,9.65,143790,31.6,12.8,0.46399999999999997,11.0,35.65,15.35,26.6,0.7,9.15,12.55,0.82798875,31.4,2.6,2.4,0.07,19.2,0.24600000000000002,0.161,0.27,0.07,322.2,157.15072867083228,0.11,0.033,269.19,157.150728670832,40.2,5.1,0
"Deuel County, Nebraska",9.6,90.4,18.2,5.0,75.75,21842.193335,93.3,0.1,0.15,0.15,1.6,4.8,35.2,7.35,1964,15.4,14.05,0.45799999999999996,18.65,24.35,15.05,27.15,7.4,10.35,15.7,0.8730545,49.3,2.9,3.0,0.0657627118644068,33.4,0.215,0.21100000000000002,0.275,0.102,186.58225806451614,77.56666666666666,0.157,0.028999999999999998,34.72,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Hall County, Nebraska",17.4,82.6,16.3,5.3,71.95,25132.914285,74.75,1.4,0.4,1.05,1.0,21.4,23.45,8.3,57138,34.5,11.25,0.414,15.45,24.8,17.15,26.65,1.55,9.55,20.3,0.6049745,35.7,3.1,2.7,0.07,57.6,0.341,0.168,0.312,0.087,253.9,97.4,0.174,0.038,327.59,3.05,52.8,6.2,0
"Hooker County, Nebraska",5.1,94.9,22.1,4.5,75.85,21511.244125,99.0,0.0,0.25,0.0,0.2,0.55,0.0,12.35,698,57.1,8.45,0.396,11.1,38.0,16.05,12.5,13.75,12.6,7.1,0.9801405000000001,51.4,4.3,1.4,0.0657627118644068,29.382191780821906,0.127,0.163297619047619,0.316,0.105,186.58225806451614,77.56666666666666,0.171,0.042,0.0,3.2074999999999996,71.68392857142857,6.409090909090909,0
"Essex County, New Jersey",18.0,82.0,31.6,12.3,79.55,33531.451745,34.3,39.5,0.15,4.4,2.25,19.4,21.9,12.55,777661,71.1,14.55,0.523,19.95,35.8,18.8,25.8,0.1,8.05,11.5,0.3137545,36.0,3.2,3.4,0.11,35.6,0.45799999999999996,0.14800000000000002,0.259,0.09699999999999999,670.3,1524.5,0.19,0.10800000000000001,675.44,16.58,47.7,7.5,1
"Guadalupe County, New Mexico",20.0,80.0,7.4,3.7,78.3,18904.44095,17.05,0.85,1.75,0.6,1.1,78.6,52.3,29.5,4526,63.6,29.6,0.431,49.2,23.8,20.6,29.25,0.35,16.95,9.05,0.64740175,40.9,2.8,3.2,0.11,52.2,0.41100000000000003,0.32799999999999996,0.259,0.078,346.4,111.23999999999997,0.207,0.098,596.49,9.308,115.0,6.1642857142857155,1
"San Juan County, New Mexico",19.1,80.9,15.0,5.2,67.45,27900.863175,42.7,0.65,36.0,0.4,1.85,18.4,30.95,19.55,126257,33.9,19.5,0.449,25.7,25.7,16.85,23.6,0.7,18.55,14.6,0.3461855,32.3,4.0,3.6,0.07,63.9,0.396,0.22699999999999998,0.303,0.095,679.4,62.1,0.272,0.068,670.3,8.7,111.1,5.8,0
"Genesee County, New York",9.6,90.4,20.2,8.0,76.35,27357.214605,92.25,2.3,0.95,0.5,1.6,2.4,18.7,9.8,59143,56.8,11.4,0.40700000000000003,15.35,29.8,17.75,22.85,1.4,10.55,17.6,0.8524825,40.9,4.0,4.2,0.06,23.7,0.293,0.184,0.287,0.11800000000000001,258.4,129.5,0.11699999999999999,0.079,174.76,3.2579411764705872,55.0,5.7,0
"Montgomery County, New York",17.3,82.7,15.9,7.0,75.45,27779.91238,86.35,1.3,0.2,0.75,1.25,10.15,29.2,10.55,49425,37.7,15.15,0.42200000000000004,25.05,29.25,17.85,24.05,1.15,10.75,16.95,0.75632,40.6,3.5,3.3,0.07,39.1,0.391,0.306,0.26899999999999996,0.08900000000000001,248.4,164.1,0.10800000000000001,0.10400000000000001,183.66,3.2579411764705872,46.5,6.5,0
"Athens County, Ohio",13.2,86.8,27.3,15.1,87.3,10229.8784125,91.6,2.7,0.15,2.35,1.8,1.4,41.15,10.6,63915,38.2,31.55,0.49200000000000005,31.7,34.5,25.0,22.6,0.45,7.0,10.45,0.8408595,25.9,3.7,5.2,0.08,14.1,0.319,0.303,0.331,0.09699999999999999,369.0,68.7,0.171,0.077,101.67,4.021590909090908,57.1,7.0,1
"Marion County, Ohio",17.0,83.0,12.0,5.2,69.9,25965.6527,89.9,4.85,0.2,0.65,2.35,1.95,34.55,9.25,66047,35.1,16.9,0.42,24.4,22.55,17.05,23.9,0.7,7.7,28.05,0.8115319999999999,39.3,4.3,4.9,0.09,61.2,0.39799999999999996,0.259,0.322,0.113,344.3,130.5,0.153,0.077,147.26,4.021590909090908,55.3,6.5,0
"Morgan County, Ohio",17.0,83.0,8.7,2.5,78.55,23390.053335,92.75,3.0,0.15,0.05,3.4,0.6,24.45,11.2,14774,51.4,19.25,0.439,26.5,23.9,22.3,19.45,1.05,16.5,16.8,0.86235075,42.0,4.7,3.6,0.09,38.1,0.309,0.221,0.322,0.129,206.2,55.4,0.17300000000000001,0.111,58.25,4.021590909090908,63.5,7.038571428571427,0
"Warren County, Ohio",9.2,90.8,35.9,13.3,79.9,37004.03905,89.75,3.15,0.1,3.45,1.5,2.0,7.9,5.4,207911,54.3,6.05,0.40399999999999997,7.5,41.3,14.25,24.75,0.25,7.3,12.15,0.80831475,37.0,2.8,3.4,0.07,21.2,0.19899999999999998,0.141,0.262,0.086,152.2,69.5,0.091,0.063,74.12,1.12,46.4,5.7,0
"Harmon County, Oklahoma",28.4,71.6,15.5,2.6,63.75,19905.804125,61.25,8.65,1.85,0.2,2.0,26.05,50.1,15.65,2899,15.6,27.55,0.466,46.35,29.05,17.9,22.25,9.25,10.45,11.1,0.451245,42.6,4.439726027397262,4.309375000000001,0.07,81.3,0.395,0.24661111111111106,0.34,0.128,137.0,91.10000000000002,0.268,0.043,184.1,5.9722857142857135,96.51999999999995,8.237837837837839,0
"Trousdale County, Tennessee",24.8,75.2,10.0,3.1,76.9,24192.381585,85.65,9.3,0.45,0.1,1.8,2.7,5.35,18.1,7776,69.7,11.0,0.425,10.65,21.7,15.55,24.9,0.2,11.25,26.35,0.7433155,38.1,4.968539325842695,3.7935897435897434,0.12,51.1,0.28800000000000003,0.25962637362637364,0.325,0.11699999999999999,217.5,168.0,0.18100000000000002,0.081,468.02,6.163703703703704,121.3,8.678431372549017,0
"Dickens County, Texas",27.1,72.9,12.7,3.1,63.65,15500.977144999999,62.9,3.4,1.1,0.5,0.5,31.65,47.65,13.1,2461,78.1,26.9,0.478,46.2,27.5,21.85,18.95,10.75,13.75,7.25,0.49714025,41.1,4.0365079365079355,3.639361702127661,0.0859734513274335,61.1,0.331,0.2174653465346534,0.294,0.107,351.6192307692307,160.46444444444452,0.27,0.095,122.23,5.430449438202247,75.16502463054191,7.11444444444444,0
"Ector County, Texas",27.1,72.9,13.1,4.0,70.75,26063.56222,42.6,4.05,0.35,0.7,1.15,51.15,24.95,13.95,133059,34.7,16.8,0.473,22.65,22.25,16.7,27.3,0.25,16.0,17.55,0.444942,31.3,3.4,3.6,0.1,95.9,0.387,0.21899999999999997,0.32,0.10400000000000001,580.3,119.2,0.275,0.042,666.43,6.01,76.2,6.8,0
"Houston County, Texas",21.5,78.5,13.4,3.5,69.85,20116.36984,62.65,25.65,0.35,0.3,1.2,9.85,39.0,13.05,23172,48.1,25.7,0.493,36.0,22.6,24.95,22.9,1.9,11.7,15.9,0.46816199999999997,42.8,5.5,4.2,0.1,64.1,0.41,0.2174653465346534,0.298,0.125,238.5,337.2,0.28800000000000003,0.095,192.54,5.430449438202247,81.2,7.11444444444444,0
"Jasper County, Texas",18.4,81.6,14.0,3.0,75.15,25194.267935,75.7,16.8,0.35,0.6,1.4,5.2,27.8,10.75,35070,46.5,18.6,0.441,28.2,26.75,16.8,23.45,2.4,14.9,15.7,0.60422125,39.6,4.7,2.7,0.11,66.1,0.336,0.22399999999999998,0.303,0.121,349.9,55.6,0.249,0.099,291.22,5.430449438202247,86.3,9.5,0
